Rarity,Set Name,Card Type,Pokemon Name,Market Price
Common,XY Trainer Kit: Pikachu Libre & Suicune,Energy,N/A,0.15
Promo,League & Championship Cards,Energy,N/A,0.15
Common,SM Trainer Kit: Lycanroc & Alolan Raichu,Energy,N/A,0.15
Common,SM Trainer Kit: Lycanroc & Alolan Raichu,Energy,N/A,0.15
Common,SM Trainer Kit: Lycanroc & Alolan Raichu,Energy,N/A,0.15
Common,SM Trainer Kit: Lycanroc & Alolan Raichu,Energy,N/A,0.15
Common,SM Trainer Kit: Lycanroc & Alolan Raichu,Energy,N/A,0.15
Common,XY Trainer Kit: Pikachu Libre & Suicune,Energy,N/A,0.15
Common,XY Trainer Kit: Pikachu Libre & Suicune,Energy,N/A,0.15
Common,XY Trainer Kit: Pikachu Libre & Suicune,Energy,N/A,0.15
Common,XY Trainer Kit: Pikachu Libre & Suicune,Energy,N/A,0.15
Common,SM Trainer Kit: Lycanroc & Alolan Raichu,Energy,N/A,0.15
Common,SM Trainer Kit: Lycanroc & Alolan Raichu,Energy,N/A,0.15
Common,XY Trainer Kit: Pikachu Libre & Suicune,Energy,N/A,0.15
Common,SM Trainer Kit: Lycanroc & Alolan Raichu,Energy,N/A,0.15
Common,XY Trainer Kit: Pikachu Libre & Suicune,Energy,N/A,0.15
Common,League & Championship Cards,Energy,N/A,0.14
Common,Battle Academy,Energy,N/A,0.14
Common,BW Trainer Kit: Excadrill & Zoroark,Energy,N/A,0.14
Common,BW Trainer Kit: Excadrill & Zoroark,Energy,N/A,0.14
Common,Battle Academy,Energy,N/A,0.14
Common,BW Trainer Kit: Excadrill & Zoroark,Energy,N/A,0.14
Common,SM Base Set,Energy,N/A,0.14
Common,BW Trainer Kit: Excadrill & Zoroark,Energy,N/A,0.14
Common,BW Trainer Kit: Excadrill & Zoroark,Energy,N/A,0.14
Common,EX Trainer Kit 1: Latias & Latios,Energy,N/A,0.14
Common,BW Trainer Kit: Excadrill & Zoroark,Energy,N/A,0.14
Common,Battle Academy,Energy,N/A,0.14
Promo,Deck Exclusives,Energy,N/A,0.13
Common,Battle Academy,Energy,N/A,0.13
Common,Battle Academy,Energy,N/A,0.13
Common,Battle Academy,Energy,N/A,0.13
Common,SM Base Set,Energy,N/A,0.12
Common,XY Trainer Kit: Sylveon & Noivern,Energy,N/A,0.12
Promo,Deck Exclusives,Energy,N/A,0.12
Common,BW Trainer Kit: Excadrill & Zoroark,Energy,N/A,0.12
Common,Deck Exclusives,Energy,N/A,0.12
Common,SM - Team Up,Energy,N/A,0.11
Promo,League & Championship Cards,Energy,N/A,0.11
Common,League & Championship Cards,Energy,N/A,0.11
Common,SM - Team Up,Energy,N/A,0.11
Common,League & Championship Cards,Energy,N/A,0.1
Common,BW Trainer Kit: Excadrill & Zoroark,Energy,N/A,0.1
Common,Battle Academy,Energy,N/A,0.1
Common,Battle Academy,Energy,N/A,0.1
Common,Battle Academy,Energy,N/A,0.1
Common,SWSH01: Sword & Shield Base Set,Energy,N/A,0.1
Common,Battle Academy,Energy,N/A,0.1
Common,SWSH01: Sword & Shield Base Set,Energy,N/A,0.1
Common,Battle Academy,Energy,N/A,0.1
Common,Battle Academy,Energy,N/A,0.1
Common,Battle Academy,Energy,N/A,0.1
Common,Battle Academy,Energy,N/A,0.1
Common,Battle Academy,Energy,N/A,0.1
Common,Battle Academy,Energy,N/A,0.1
Common,Battle Academy,Energy,N/A,0.1
Common,League & Championship Cards,Energy,N/A,0.1
Promo,Deck Exclusives,Energy,N/A,0.09
Common,SM - Team Up,Energy,N/A,0.09
Common,SM Base Set,Energy,N/A,0.09
Common,SM - Team Up,Energy,N/A,0.09
Common,Deck Exclusives,Energy,N/A,0.09
Common,SM - Team Up,Energy,N/A,0.09
Common,SM Base Set,Energy,N/A,0.09
Common,XY Trainer Kit: Sylveon & Noivern,Energy,N/A,0.09
Common,SM - Team Up,Energy,N/A,0.09
Common,XY Trainer Kit: Sylveon & Noivern,Energy,N/A,0.09
Common,Battle Academy,Energy,N/A,0.09
Common,Battle Academy,Energy,N/A,0.09
Common,EX Battle Stadium,Energy,N/A,0.09
Common,SM - Team Up,Energy,N/A,0.09
Common,SM Base Set,Energy,N/A,0.08
Common,SM - Team Up,Energy,N/A,0.08
Common,Battle Academy,Energy,N/A,0.08
Common,Deck Exclusives,Energy,N/A,0.08
Common,Deck Exclusives,Energy,N/A,0.08
Common,SM Base Set,Energy,N/A,0.08
Common,SM - Team Up,Energy,N/A,0.08
Common,Battle Academy,Energy,N/A,0.08
Common,Battle Academy,Energy,N/A,0.08
Common,SM Base Set,Energy,N/A,0.08
Common,SWSH01: Sword & Shield Base Set,Energy,N/A,0.07
Common,SM Base Set,Energy,N/A,0.07
Common,SWSH01: Sword & Shield Base Set,Energy,N/A,0.07
Common,SWSH01: Sword & Shield Base Set,Energy,N/A,0.06
Common,SWSH01: Sword & Shield Base Set,Energy,N/A,0.06
Common,SWSH01: Sword & Shield Base Set,Energy,N/A,0.06
Common,SWSH01: Sword & Shield Base Set,Energy,N/A,0.05
Common,SM Base Set,Energy,N/A,0.05
Ultra Rare,SM - Ultra Prism,Supporter,N/A,308.48
Ultra Rare,SM - Celestial Storm,Supporter,N/A,144.18
Ultra Rare,SM - Cosmic Eclipse,Supporter,N/A,141.02
Ultra Rare,SM - Unified Minds,Supporter,N/A,108.42
Ultra Rare,SM - Cosmic Eclipse,Supporter,N/A,90.05
Shiny Holo Rare,Hidden Fates: Shiny Vault,Supporter,N/A,86.35
Ultra Rare,SM - Ultra Prism,Supporter,N/A,81.76
Ultra Rare,SM - Team Up,Supporter,N/A,80.78
Ultra Rare,SWSH01: Sword & Shield Base Set,Supporter,N/A,80.15
Promo,League & Championship Cards,Supporter,N/A,74.95
Ultra Rare,SM - Cosmic Eclipse,Supporter,N/A,70.91
Ultra Rare,SM - Team Up,Supporter,N/A,69.69
Ultra Rare,SM - Unbroken Bonds,Supporter,N/A,62.94
Promo,Alternate Art Promos,Supporter,N/A,62.62
Ultra Rare,SM - Cosmic Eclipse,Supporter,N/A,62.53
Ultra Rare,SM - Unbroken Bonds,Supporter,N/A,60.95
Secret Rare,SWSH01: Sword & Shield Base Set,Supporter,N/A,60.66
Promo,League & Championship Cards,Supporter,N/A,54.73
Promo,League & Championship Cards,Supporter,N/A,52.0
Ultra Rare,Dragon Majesty,Supporter,N/A,50.04
Promo,League & Championship Cards,Supporter,N/A,50.0
Secret Rare,SWSH02: Rebel Clash,Supporter,N/A,49.29
Ultra Rare,SM - Ultra Prism,Supporter,N/A,46.3
Ultra Rare,SM - Team Up,Supporter,N/A,45.49
Ultra Rare,SM - Cosmic Eclipse,Supporter,N/A,42.28
Secret Rare,SWSH04: Vivid Voltage,Supporter,N/A,41.62
Promo,League & Championship Cards,Supporter,N/A,41.51
Ultra Rare,XY - BREAKpoint,Supporter,N/A,39.78
Secret Rare,SWSH05: Battle Styles,Supporter,N/A,39.52
Ultra Rare,SM - Unbroken Bonds,Supporter,N/A,39.05
Ultra Rare,SM - Lost Thunder,Supporter,N/A,38.77
Ultra Rare,SWSH02: Rebel Clash,Supporter,N/A,38.54
Promo,League & Championship Cards,Supporter,N/A,38.37
Secret Rare,SWSH04: Vivid Voltage,Supporter,N/A,38.09
Secret Rare,SWSH02: Rebel Clash,Supporter,N/A,37.63
Ultra Rare,SWSH04: Vivid Voltage,Supporter,N/A,37.23
Ultra Rare,SWSH05: Battle Styles,Supporter,N/A,35.94
Ultra Rare,SM - Lost Thunder,Supporter,N/A,35.79
Ultra Rare,SM Base Set,Supporter,N/A,34.91
Ultra Rare,SM - Lost Thunder,Supporter,N/A,34.26
Ultra Rare,SM - Ultra Prism,Supporter,N/A,33.25
Ultra Rare,SM - Unified Minds,Supporter,N/A,32.85
Ultra Rare,SWSH02: Rebel Clash,Supporter,N/A,32.77
Ultra Rare,SM - Ultra Prism,Supporter,N/A,32.07
Ultra Rare,SWSH04: Vivid Voltage,Supporter,N/A,31.8
Ultra Rare,SM - Cosmic Eclipse,Supporter,N/A,31.78
Ultra Rare,SM - Burning Shadows,Supporter,N/A,31.75
Ultra Rare,SM - Celestial Storm,Supporter,N/A,31.22
Promo,Alternate Art Promos,Supporter,N/A,31.16
Ultra Rare,SM - Burning Shadows,Supporter,N/A,30.9
Uncommon,Skyridge,Supporter,N/A,29.49
Ultra Rare,SWSH04: Vivid Voltage,Supporter,N/A,29.19
Ultra Rare,SM - Team Up,Supporter,N/A,28.14
Ultra Rare,XY - Furious Fists,Supporter,N/A,27.79
Secret Rare,SWSH05: Battle Styles,Supporter,N/A,27.51
Ultra Rare,SM - Ultra Prism,Supporter,N/A,27.35
Uncommon,Team Rocket Returns,Supporter,N/A,27.27
Ultra Rare,SM - Guardians Rising,Supporter,N/A,26.72
Secret Rare,SWSH05: Battle Styles,Supporter,N/A,26.52
Ultra Rare,SM - Lost Thunder,Supporter,N/A,26.49
Ultra Rare,XY - Flashfire,Supporter,N/A,26.08
Ultra Rare,Shining Fates,Supporter,N/A,26.0
Promo,Alternate Art Promos,Supporter,N/A,25.51
Promo,League & Championship Cards,Supporter,N/A,25.36
Promo,League & Championship Cards,Supporter,N/A,25.0
Promo,League & Championship Cards,Supporter,N/A,25.0
Ultra Rare,XY - Primal Clash,Supporter,N/A,24.05
Ultra Rare,SM - Cosmic Eclipse,Supporter,N/A,23.94
Ultra Rare,SM - Celestial Storm,Supporter,N/A,23.81
Ultra Rare,SM - Team Up,Supporter,N/A,23.33
Ultra Rare,XY - BREAKthrough,Supporter,N/A,23.25
Ultra Rare,SM - Celestial Storm,Supporter,N/A,23.23
Ultra Rare,SM - Celestial Storm,Supporter,N/A,23.22
Secret Rare,SWSH04: Vivid Voltage,Supporter,N/A,22.57
Ultra Rare,SM - Crimson Invasion,Supporter,N/A,22.56
Ultra Rare,SM - Team Up,Supporter,N/A,22.52
Ultra Rare,SM - Team Up,Supporter,N/A,22.35
Ultra Rare,SM - Team Up,Supporter,N/A,22.0
Secret Rare,SWSH04: Vivid Voltage,Supporter,N/A,21.3
Promo,Professor Program Promos,Supporter,N/A,20.95
Ultra Rare,SWSH04: Vivid Voltage,Supporter,N/A,20.86
Ultra Rare,XY - Roaring Skies,Supporter,N/A,20.76
Ultra Rare,SM - Crimson Invasion,Supporter,N/A,20.76
Ultra Rare,XY - Flashfire,Supporter,N/A,20.46
Ultra Rare,SM - Forbidden Light,Supporter,N/A,20.44
Secret Rare,SWSH05: Battle Styles,Supporter,N/A,20.21
Ultra Rare,SWSH05: Battle Styles,Supporter,N/A,19.96
Shiny Holo Rare,Hidden Fates: Shiny Vault,Supporter,N/A,19.68
Ultra Rare,SM - Cosmic Eclipse,Supporter,N/A,19.62
Uncommon,Skyridge,Supporter,N/A,18.99
Secret Rare,SWSH02: Rebel Clash,Supporter,N/A,18.92
Promo,Alternate Art Promos,Supporter,N/A,18.89
Secret Rare,SWSH04: Vivid Voltage,Supporter,N/A,18.72
Ultra Rare,SM - Celestial Storm,Supporter,N/A,18.43
Promo,Professor Program Promos,Supporter,N/A,17.98
Promo,League & Championship Cards,Supporter,N/A,17.95
Shiny Holo Rare,Hidden Fates: Shiny Vault,Supporter,N/A,17.42
Ultra Rare,XY - Ancient Origins,Supporter,N/A,17.27
Ultra Rare,Dragon Majesty,Supporter,N/A,16.47
Promo,League & Championship Cards,Supporter,N/A,16.17
Uncommon,Skyridge,Supporter,N/A,16.14
Promo,Alternate Art Promos,Supporter,N/A,16.08
Ultra Rare,SWSH04: Vivid Voltage,Supporter,N/A,16.06
Ultra Rare,SM - Burning Shadows,Supporter,N/A,15.89
Ultra Rare,SWSH05: Battle Styles,Supporter,N/A,15.54
Ultra Rare,SM - Ultra Prism,Supporter,N/A,15.54
Promo,League & Championship Cards,Supporter,N/A,15.54
Ultra Rare,SM - Cosmic Eclipse,Supporter,N/A,15.51
Ultra Rare,SWSH04: Vivid Voltage,Supporter,N/A,15.38
Ultra Rare,SM - Celestial Storm,Supporter,N/A,15.25
Promo,League & Championship Cards,Supporter,N/A,15.0
Promo,Miscellaneous Cards & Products,Supporter,N/A,14.91
Uncommon,Emerald,Supporter,N/A,14.87
Ultra Rare,SWSH01: Sword & Shield Base Set,Supporter,N/A,14.77
Secret Rare,SWSH05: Battle Styles,Supporter,N/A,14.7
Secret Rare,SWSH05: Battle Styles,Supporter,N/A,14.43
Ultra Rare,SM - Lost Thunder,Supporter,N/A,14.33
Ultra Rare,SM - Ultra Prism,Supporter,N/A,14.11
Ultra Rare,SM - Forbidden Light,Supporter,N/A,13.98
Secret Rare,SWSH01: Sword & Shield Base Set,Supporter,N/A,13.73
Ultra Rare,SWSH02: Rebel Clash,Supporter,N/A,13.69
Promo,League & Championship Cards,Supporter,N/A,13.62
Ultra Rare,XY - Evolutions,Supporter,N/A,13.57
Ultra Rare,SM - Unbroken Bonds,Supporter,N/A,12.95
Promo,League & Championship Cards,Supporter,N/A,12.95
Ultra Rare,SM - Forbidden Light,Supporter,N/A,12.94
Ultra Rare,XY - Primal Clash,Supporter,N/A,12.77
Ultra Rare,SM - Unbroken Bonds,Supporter,N/A,12.48
Ultra Rare,SM - Guardians Rising,Supporter,N/A,12.42
Uncommon,Skyridge,Supporter,N/A,12.32
Ultra Rare,SM - Lost Thunder,Supporter,N/A,12.17
Ultra Rare,XY - Roaring Skies,Supporter,N/A,12.16
Secret Rare,SWSH04: Vivid Voltage,Supporter,N/A,12.14
Promo,Professor Program Promos,Supporter,N/A,12.0
Promo,League & Championship Cards,Supporter,N/A,11.84
Promo,League & Championship Cards,Supporter,N/A,11.68
Promo,League & Championship Cards,Supporter,N/A,11.65
Ultra Rare,XY - Furious Fists,Supporter,N/A,11.46
Ultra Rare,SM - Crimson Invasion,Supporter,N/A,11.43
Secret Rare,SWSH02: Rebel Clash,Supporter,N/A,11.38
Ultra Rare,SM - Unified Minds,Supporter,N/A,11.32
Ultra Rare,SM - Ultra Prism,Supporter,N/A,11.31
Promo,Alternate Art Promos,Supporter,N/A,11.2
Ultra Rare,SM - Unified Minds,Supporter,N/A,11.15
Ultra Rare,SM - Burning Shadows,Supporter,N/A,11.0
Ultra Rare,XY - Primal Clash,Supporter,N/A,10.99
Ultra Rare,SM - Unified Minds,Supporter,N/A,10.82
Holo Rare,League & Championship Cards,Supporter,N/A,10.76
Promo,Professor Program Promos,Supporter,N/A,10.73
Promo,Professor Program Promos,Supporter,N/A,10.64
Promo,League & Championship Cards,Supporter,N/A,10.59
Uncommon,HeartGold SoulSilver,Supporter,N/A,10.38
Ultra Rare,SM - Team Up,Supporter,N/A,10.36
Secret Rare,SWSH01: Sword & Shield Base Set,Supporter,N/A,10.34
Ultra Rare,XY - Phantom Forces,Supporter,N/A,10.22
Ultra Rare,XY - Flashfire,Supporter,N/A,10.17
Holo Rare,Deck Exclusives,Supporter,N/A,9.99
Common,HGSS Trainer Kit: Gyarados & Raichu,Supporter,N/A,9.98
Uncommon,POP Series 4,Supporter,N/A,9.9
Shiny Holo Rare,Hidden Fates: Shiny Vault,Supporter,N/A,9.87
Secret Rare,SWSH01: Sword & Shield Base Set,Supporter,N/A,9.59
Shiny Holo Rare,Hidden Fates: Shiny Vault,Supporter,N/A,9.38
Ultra Rare,Shining Fates,Supporter,N/A,9.22
Ultra Rare,XY - BREAKthrough,Supporter,N/A,9.17
Promo,League & Championship Cards,Supporter,N/A,9.17
Ultra Rare,XY - Phantom Forces,Supporter,N/A,9.16
Promo,League & Championship Cards,Supporter,N/A,9.13
Secret Rare,SWSH03: Darkness Ablaze,Supporter,N/A,9.02
Promo,League & Championship Cards,Supporter,N/A,8.99
Uncommon,Skyridge,Supporter,N/A,8.96
Promo,League & Championship Cards,Supporter,N/A,8.93
Ultra Rare,SM - Celestial Storm,Supporter,N/A,8.85
Ultra Rare,SWSH04: Vivid Voltage,Supporter,N/A,8.63
Ultra Rare,SM - Team Up,Supporter,N/A,8.59
Ultra Rare,XY - Primal Clash,Supporter,N/A,8.56
Secret Rare,Champion's Path,Supporter,N/A,8.55
Promo,League & Championship Cards,Supporter,N/A,8.52
Secret Rare,SWSH03: Darkness Ablaze,Supporter,N/A,8.36
Ultra Rare,SM - Lost Thunder,Supporter,N/A,8.33
Ultra Rare,XY - Furious Fists,Supporter,N/A,8.14
Ultra Rare,SM - Burning Shadows,Supporter,N/A,8.01
Ultra Rare,XY - Steam Siege,Supporter,N/A,7.83
Ultra Rare,SWSH05: Battle Styles,Supporter,N/A,7.8
Common,HGSS Trainer Kit: Gyarados & Raichu,Supporter,N/A,7.74
Ultra Rare,Hidden Fates,Supporter,N/A,7.73
Secret Rare,Champion's Path,Supporter,N/A,7.58
Ultra Rare,SWSH01: Sword & Shield Base Set,Supporter,N/A,7.32
Uncommon,POP Series 8,Supporter,N/A,7.28
Ultra Rare,Shining Fates,Supporter,N/A,7.22
Uncommon,Expedition,Supporter,N/A,7.22
Ultra Rare,SWSH02: Rebel Clash,Supporter,N/A,7.19
Rare,Deck Exclusives,Supporter,N/A,7.09
Uncommon,Skyridge,Supporter,N/A,7.02
Ultra Rare,Shining Legends,Supporter,N/A,6.72
Ultra Rare,SM - Forbidden Light,Supporter,N/A,6.66
Promo,League & Championship Cards,Supporter,N/A,6.57
Ultra Rare,SM - Unified Minds,Supporter,N/A,6.51
Promo,League & Championship Cards,Supporter,N/A,6.51
Ultra Rare,XY - Fates Collide,Supporter,N/A,6.48
Ultra Rare,SWSH01: Sword & Shield Base Set,Supporter,N/A,6.37
Holo Rare,SM - Cosmic Eclipse,Supporter,N/A,6.36
Uncommon,POP Series 2,Supporter,N/A,6.3
Promo,Professor Program Promos,Supporter,N/A,6.28
Ultra Rare,SM - Unbroken Bonds,Supporter,N/A,6.23
Ultra Rare,SWSH05: Battle Styles,Supporter,N/A,6.17
Ultra Rare,SWSH03: Darkness Ablaze,Supporter,N/A,6.06
Shiny Holo Rare,Hidden Fates: Shiny Vault,Supporter,N/A,6.05
Promo,League & Championship Cards,Supporter,N/A,5.99
Promo,Alternate Art Promos,Supporter,N/A,5.96
Ultra Rare,XY - Phantom Forces,Supporter,N/A,5.95
Ultra Rare,SM Base Set,Supporter,N/A,5.94
Ultra Rare,Shining Fates,Supporter,N/A,5.69
Ultra Rare,Shining Fates,Supporter,N/A,5.53
Ultra Rare,SM - Guardians Rising,Supporter,N/A,5.46
Ultra Rare,XY - Evolutions,Supporter,N/A,5.42
Uncommon,Dragon,Supporter,N/A,5.16
Ultra Rare,SM - Burning Shadows,Supporter,N/A,5.13
Ultra Rare,SM Base Set,Supporter,N/A,5.11
Ultra Rare,XY - Steam Siege,Supporter,N/A,5.04
Ultra Rare,SM Base Set,Supporter,N/A,4.94
Ultra Rare,SWSH03: Darkness Ablaze,Supporter,N/A,4.93
Promo,Professor Program Promos,Supporter,N/A,4.89
Ultra Rare,SWSH03: Darkness Ablaze,Supporter,N/A,4.88
Ultra Rare,Shining Fates,Supporter,N/A,4.85
Uncommon,Team Rocket Returns,Supporter,N/A,4.85
Promo,League & Championship Cards,Supporter,N/A,4.46
Promo,Professor Program Promos,Supporter,N/A,4.43
Ultra Rare,SWSH05: Battle Styles,Supporter,N/A,4.4
Uncommon,Delta Species,Supporter,N/A,4.29
Uncommon,Delta Species,Supporter,N/A,4.28
Ultra Rare,Shining Fates,Supporter,N/A,4.0
Promo,League & Championship Cards,Supporter,N/A,3.95
Promo,Miscellaneous Cards & Products,Supporter,N/A,3.5
Promo,League & Championship Cards,Supporter,N/A,3.49
Uncommon,Emerald,Supporter,N/A,3.44
Ultra Rare,SWSH03: Darkness Ablaze,Supporter,N/A,3.44
Ultra Rare,Shining Fates,Supporter,N/A,3.23
Promo,League & Championship Cards,Supporter,N/A,3.2
Promo,League & Championship Cards,Supporter,N/A,3.09
Ultra Rare,Rising Rivals,Supporter,N/A,3.02
Holo Rare,SWSH02: Rebel Clash,Supporter,N/A,2.97
Ultra Rare,Hidden Fates,Supporter,N/A,2.73
Promo,League & Championship Cards,Supporter,N/A,2.69
Uncommon,Aquapolis,Supporter,N/A,2.68
Promo,League & Championship Cards,Supporter,N/A,2.62
Promo,Black and White Promos,Supporter,N/A,2.61
Promo,League & Championship Cards,Supporter,N/A,2.59
Promo,League & Championship Cards,Supporter,N/A,2.55
Holo Rare,Deck Exclusives,Supporter,N/A,2.42
Promo,League & Championship Cards,Supporter,N/A,2.33
Uncommon,POP Series 2,Supporter,N/A,2.31
Uncommon,Team Magma vs Team Aqua,Supporter,N/A,2.29
Promo,League & Championship Cards,Supporter,N/A,2.28
Promo,League & Championship Cards,Supporter,N/A,2.19
Uncommon,Hidden Legends,Supporter,N/A,2.14
Promo,Miscellaneous Cards & Products,Supporter,N/A,2.0
Uncommon,POP Series 5,Supporter,N/A,1.99
Promo,XY Promos,Supporter,N/A,1.91
Promo,League & Championship Cards,Supporter,N/A,1.86
Uncommon,Aquapolis,Supporter,N/A,1.86
Ultra Rare,Champion's Path,Supporter,N/A,1.8
Holo Rare,SWSH01: Sword & Shield Base Set,Supporter,N/A,1.79
Holo Rare,SM - Celestial Storm,Supporter,N/A,1.73
Promo,Miscellaneous Cards & Products,Supporter,N/A,1.71
Promo,League & Championship Cards,Supporter,N/A,1.71
Uncommon,EX Battle Stadium,Supporter,N/A,1.7
Uncommon,Expedition,Supporter,N/A,1.67
Promo,League & Championship Cards,Supporter,N/A,1.61
Uncommon,Expedition,Supporter,N/A,1.59
Promo,League & Championship Cards,Supporter,N/A,1.56
Uncommon,Team Magma vs Team Aqua,Supporter,N/A,1.49
Prism Rare,SM - Ultra Prism,Supporter,N/A,1.49
Prism Rare,Dragon Majesty,Supporter,N/A,1.46
Uncommon,Aquapolis,Supporter,N/A,1.45
Uncommon,SM - Forbidden Light,Supporter,N/A,1.44
Promo,League & Championship Cards,Supporter,N/A,1.41
Promo,League & Championship Cards,Supporter,N/A,1.4
Uncommon,SM - Team Up,Supporter,N/A,1.39
Rare,Deck Exclusives,Supporter,N/A,1.38
Uncommon,Delta Species,Supporter,N/A,1.37
Promo,League & Championship Cards,Supporter,N/A,1.36
Uncommon,Aquapolis,Supporter,N/A,1.31
Promo,League & Championship Cards,Supporter,N/A,1.31
Holo Rare,SWSH01: Sword & Shield Base Set,Supporter,N/A,1.23
Promo,League & Championship Cards,Supporter,N/A,1.19
Uncommon,Generations: Radiant Collection,Supporter,N/A,1.19
Uncommon,Noble Victories,Supporter,N/A,1.17
Promo,Alternate Art Promos,Supporter,N/A,1.17
Uncommon,Expedition,Supporter,N/A,1.16
Uncommon,Expedition,Supporter,N/A,1.14
Promo,League & Championship Cards,Supporter,N/A,1.14
Uncommon,Sandstorm,Supporter,N/A,1.13
Uncommon,XY - Fates Collide,Supporter,N/A,1.11
Uncommon,Aquapolis,Supporter,N/A,1.1
Promo,League & Championship Cards,Supporter,N/A,1.06
Rare,Deck Exclusives,Supporter,N/A,1.05
Uncommon,SM - Ultra Prism,Supporter,N/A,1.02
Uncommon,XY - Flashfire,Supporter,N/A,1.01
Holo Rare,SWSH04: Vivid Voltage,Supporter,N/A,1.01
Uncommon,Emerald,Supporter,N/A,1.0
Promo,League & Championship Cards,Supporter,N/A,0.95
Promo,Alternate Art Promos,Supporter,N/A,0.94
Promo,League & Championship Cards,Supporter,N/A,0.89
Promo,League & Championship Cards,Supporter,N/A,0.87
Uncommon,SM - Cosmic Eclipse,Supporter,N/A,0.86
Uncommon,Alternate Art Promos,Supporter,N/A,0.85
Uncommon,XY - Furious Fists,Supporter,N/A,0.84
Uncommon,Legend Maker,Supporter,N/A,0.83
Uncommon,FireRed & LeafGreen,Supporter,N/A,0.81
Uncommon,XY - Flashfire,Supporter,N/A,0.8
Promo,XY Promos,Supporter,N/A,0.78
Uncommon,XY - BREAKthrough,Supporter,N/A,0.77
Uncommon,SM - Cosmic Eclipse,Supporter,N/A,0.77
Rare,Shining Fates,Supporter,N/A,0.76
Common,HGSS Trainer Kit: Gyarados & Raichu,Supporter,N/A,0.74
Prism Rare,SM - Forbidden Light,Supporter,N/A,0.74
Secret Rare,XY - Evolutions,Supporter,N/A,0.73
Uncommon,Delta Species,Supporter,N/A,0.73
Uncommon,XY - Ancient Origins,Supporter,N/A,0.71
Promo,Miscellaneous Cards & Products,Supporter,N/A,0.7
Uncommon,Aquapolis,Supporter,N/A,0.69
Promo,Alternate Art Promos,Supporter,N/A,0.69
Rare,Deck Exclusives,Supporter,N/A,0.69
Uncommon,Holon Phantoms,Supporter,N/A,0.69
Uncommon,Unseen Forces,Supporter,N/A,0.67
Prism Rare,SM - Lost Thunder,Supporter,N/A,0.66
Uncommon,Team Rocket Returns,Supporter,N/A,0.65
Common,HGSS Trainer Kit: Gyarados & Raichu,Supporter,N/A,0.64
Uncommon,Unseen Forces,Supporter,N/A,0.62
Holo Rare,SM - Forbidden Light,Supporter,N/A,0.61
Uncommon,SM - Ultra Prism,Supporter,N/A,0.59
Uncommon,SM - Unified Minds,Supporter,N/A,0.59
Uncommon,Ruby and Sapphire,Supporter,N/A,0.59
Promo,League & Championship Cards,Supporter,N/A,0.58
Uncommon,Team Magma vs Team Aqua,Supporter,N/A,0.57
Holo Rare,SM - Team Up,Supporter,N/A,0.55
Uncommon,Team Magma vs Team Aqua,Supporter,N/A,0.55
Uncommon,Alternate Art Promos,Supporter,N/A,0.54
Uncommon,Team Magma vs Team Aqua,Supporter,N/A,0.54
Uncommon,Sandstorm,Supporter,N/A,0.54
Holo Rare,Champion's Path,Supporter,N/A,0.54
Promo,League & Championship Cards,Supporter,N/A,0.53
Uncommon,SM - Burning Shadows,Supporter,N/A,0.53
Uncommon,Deoxys,Supporter,N/A,0.52
Uncommon,Holon Phantoms,Supporter,N/A,0.51
Uncommon,Delta Species,Supporter,N/A,0.51
Uncommon,EX Battle Stadium,Supporter,N/A,0.5
Uncommon,EX Battle Stadium,Supporter,N/A,0.5
Uncommon,Dragon,Supporter,N/A,0.5
Common,XY Trainer Kit: Bisharp & Wigglytuff,Supporter,N/A,0.49
Uncommon,Battle Academy,Supporter,N/A,0.47
Uncommon,FireRed & LeafGreen,Supporter,N/A,0.46
Uncommon,Emerald,Supporter,N/A,0.46
Rare,Deck Exclusives,Supporter,N/A,0.45
Uncommon,Deoxys,Supporter,N/A,0.45
Uncommon,Generations,Supporter,N/A,0.44
Holo Rare,SM - Unbroken Bonds,Supporter,N/A,0.44
Uncommon,XY - Phantom Forces,Supporter,N/A,0.43
Uncommon,Expedition,Supporter,N/A,0.42
Common,EX Trainer Kit 2: Plusle & Minun,Supporter,N/A,0.42
Uncommon,Battle Academy,Supporter,N/A,0.41
Uncommon,SM - Unified Minds,Supporter,N/A,0.41
Holo Rare,SM - Team Up,Supporter,N/A,0.41
Uncommon,Battle Academy,Supporter,N/A,0.4
Common,HGSS Trainer Kit: Gyarados & Raichu,Supporter,N/A,0.4
Uncommon,Ruby and Sapphire,Supporter,N/A,0.4
