Card Name,Rarity,Set Name,Card Type,Pokemon Name,Market Price
Lightning Energy (#5),Common,HGSS Trainer Kit: Gyarados & Raichu,Energy,N/A,0.35
Unit Energy LPM,Uncommon,SM - Ultra Prism,Energy,N/A,0.35
Darkness Energy (Special),Uncommon,Rising Rivals,Energy,N/A,0.34
Fire Energy,Common,Ruby and Sapphire,Energy,N/A,0.34
Upper Energy,Uncommon,Rising Rivals,Energy,N/A,0.34
React Energy,Uncommon,Legend Maker,Energy,N/A,0.34
Unit Energy FDY,Uncommon,SM - Forbidden Light,Energy,N/A,0.34
Fire Energy,Common,XY Base Set,Energy,N/A,0.33
Water Energy,Common,Ruby and Sapphire,Energy,N/A,0.32
Darkness Energy,Common,Generations,Energy,N/A,0.32
Rainbow Energy,Uncommon,SM Base Set,Energy,N/A,0.32
Double Aqua Energy,Uncommon,Double Crisis,Energy,N/A,0.32
Heat R Energy,Uncommon,SWSH03: Darkness Ablaze,Energy,N/A,0.32
Shield Energy,Uncommon,XY - Primal Clash,Energy,N/A,0.32
Fairy Energy,Common,Generations,Energy,N/A,0.31
Psychic Energy,Common,XY Base Set,Energy,N/A,0.31
Water Energy,Common,DP Training Kit 1 Blue,Energy,N/A,0.30
Fairy Energy (#10),Common,XY Trainer Kit: Sylveon & Noivern,Energy,N/A,0.30
Psychic Energy (#10),Common,XY Trainer Kit: Sylveon & Noivern,Energy,N/A,0.30
Psychic Energy (#5),Common,XY Trainer Kit: Sylveon & Noivern,Energy,N/A,0.30
Psychic Energy (#8),Common,XY Trainer Kit: Sylveon & Noivern,Energy,N/A,0.30
Psychic Energy (#6),Common,XY Trainer Kit: Sylveon & Noivern,Energy,N/A,0.30
Lightning Energy (#39 Pikachu Stamped),Common,Battle Academy,Energy,N/A,0.30
Darkness Energy (#22),Common,XY Trainer Kit: Sylveon & Noivern,Energy,N/A,0.30
Water Energy (#16),Common,HGSS Trainer Kit: Gyarados & Raichu,Energy,N/A,0.30
Water Energy (#26),Common,HGSS Trainer Kit: Gyarados & Raichu,Energy,N/A,0.30
Fairy Energy (#8),Common,XY Trainer Kit: Sylveon & Noivern,Energy,N/A,0.30
Fairy Energy,Common,XY Base Set,Energy,N/A,0.30
Water Energy (#29),Common,HGSS Trainer Kit: Gyarados & Raichu,Energy,N/A,0.30
Fairy Energy (#9),Common,XY Trainer Kit: Sylveon & Noivern,Energy,N/A,0.30
Psychic Energy (#25),Common,XY Trainer Kit: Sylveon & Noivern,Energy,N/A,0.30
Water Energy (#3),Common,HGSS Trainer Kit: Gyarados & Raichu,Energy,N/A,0.30
Plasma Energy (Team Plasma),Uncommon,Plasma Blast,Energy,N/A,0.29
Fairy Energy (#3),Common,XY Trainer Kit: Sylveon & Noivern,Energy,N/A,0.29
Psychic Energy (2010 Unnumbered HGSS Style Non-Holo),Promo,League & Championship Cards,Energy,N/A,0.29
Psychic Energy,Common,Generations,Energy,N/A,0.29
Double Magma Energy,Uncommon,Double Crisis,Energy,N/A,0.29
Fairy Energy (#17),Common,XY Trainer Kit: Sylveon & Noivern,Energy,N/A,0.29
Fire Energy,Common,Kalos Starter Set,Energy,N/A,0.29
Psychic Energy,Common,Base Set 2,Energy,N/A,0.29
Rapid Strike Energy,Uncommon,SWSH05: Battle Styles,Energy,N/A,0.29
Grass Energy,Common,XY Base Set,Energy,N/A,0.28
SP Energy,Uncommon,Rising Rivals,Energy,N/A,0.28
Fairy Energy,Common,XY - Evolutions,Energy,N/A,0.28
Grass Energy,Common,Generations,Energy,N/A,0.28
Grass Energy,Common,Base Set 2,Energy,N/A,0.28
Fire Energy,Common,EX Battle Stadium,Energy,N/A,0.27
Fighting Energy,Common,XY Base Set,Energy,N/A,0.27
Metal Energy,Common,Generations,Energy,N/A,0.27
Wash Water Energy,Uncommon,SWSH04: Vivid Voltage,Energy,N/A,0.27
Lightning Energy,Common,EX Trainer Kit 1: Latias & Latios,Energy,N/A,0.26
Rainbow Energy,Uncommon,XY - BREAKthrough,Energy,N/A,0.26
Darkness Energy (Basic),Common,Kalos Starter Set,Energy,N/A,0.26
Draw Energy,Uncommon,SM - Cosmic Eclipse,Energy,N/A,0.26
Memory Energy,Uncommon,SM - Lost Thunder,Energy,N/A,0.26
Lightning Energy (#48 Pikachu Stamped),Common,Battle Academy,Energy,N/A,0.25
Fighting Energy,Common,DP Trainer Kit: Manaphy & Lucario,Energy,N/A,0.25
Darkness Energy (2007 Unnumbered D/P Style Non-Holo),Common,League & Championship Cards,Energy,N/A,0.25
Water Energy (#9),Common,HGSS Trainer Kit: Gyarados & Raichu,Energy,N/A,0.25
Metal Energy,Common,XY - Evolutions,Energy,N/A,0.25
Psychic Energy (2007 Unnumbered D/P Style Non-Holo),Promo,League & Championship Cards,Energy,N/A,0.25
Darkness Energy,Common,XY - Evolutions,Energy,N/A,0.25
Metal Energy (Basic),Common,Kalos Starter Set,Energy,N/A,0.25
Water Energy,Common,XY - Evolutions,Energy,N/A,0.25
Water Energy,Common,Base Set 2,Energy,N/A,0.25
Metal Energy (2010 Unnumbered HGSS Style Non-Holo),Common,League & Championship Cards,Energy,N/A,0.25
Lightning Energy,Common,XY Base Set,Energy,N/A,0.25
Water Energy,Common,Generations,Energy,N/A,0.25
Lightning Energy (2011 Unnumbered),Common,League & Championship Cards,Energy,N/A,0.24
Grass Energy,Common,Ruby and Sapphire,Energy,N/A,0.24
Powerful C Energy,Uncommon,SWSH03: Darkness Ablaze,Energy,N/A,0.23
Fighting Energy (2010 Unnumbered HGSS Style Non-Holo),Promo,League & Championship Cards,Energy,N/A,0.23
Fire Energy,Common,XY - Evolutions,Energy,N/A,0.23
Flash Energy,Uncommon,XY - Ancient Origins,Energy,N/A,0.23
Lightning Energy (#3 Pikachu Stamped),Common,Battle Academy,Energy,N/A,0.23
Speed L Energy,Uncommon,SWSH02: Rebel Clash,Energy,N/A,0.23
Lightning Energy (#21 Pikachu Stamped),Common,Battle Academy,Energy,N/A,0.22
Aromatic Grass Energy,Uncommon,SWSH04: Vivid Voltage,Energy,N/A,0.22
Lightning Energy,Common,Generations,Energy,N/A,0.22
Counter Energy,Uncommon,SM - Crimson Invasion,Energy,N/A,0.21
Lightning Energy (#35 Pikachu Stamped),Common,Battle Academy,Energy,N/A,0.21
Water Energy (#10),Common,HGSS Trainer Kit: Gyarados & Raichu,Energy,N/A,0.21
Fairy Energy,Common,SWSH01: Sword & Shield Base Set,Energy,N/A,0.21
Fighting Energy,Common,Generations,Energy,N/A,0.21
Psychic Energy (2011 Unnumbered),Promo,League & Championship Cards,Energy,N/A,0.21
Lightning Energy (#12),Common,SM Trainer Kit: Lycanroc & Alolan Raichu,Energy,N/A,0.20
Fire Energy (#19 Charizard Stamped),Common,Battle Academy,Energy,N/A,0.20
Psychic Energy,Common,XY - Evolutions,Energy,N/A,0.20
Darkness Energy (#19),Common,XY Trainer Kit: Sylveon & Noivern,Energy,N/A,0.20
Fighting Energy (#26),Common,SM Trainer Kit: Lycanroc & Alolan Raichu,Energy,N/A,0.20
Fighting Energy (#24),Common,SM Trainer Kit: Lycanroc & Alolan Raichu,Energy,N/A,0.20
Darkness Energy (#26),Common,XY Trainer Kit: Sylveon & Noivern,Energy,N/A,0.20
Grass Energy (2010 Unnumbered HGSS Style Non-Holo),Common,League & Championship Cards,Energy,N/A,0.20
Fighting Energy,Common,XY - Evolutions,Energy,N/A,0.20
Psychic Energy (#7),Common,XY Trainer Kit: Sylveon & Noivern,Energy,N/A,0.20
Psychic Energy (#17),Common,XY Trainer Kit: Sylveon & Noivern,Energy,N/A,0.20
Grass Energy,Common,Kalos Starter Set,Energy,N/A,0.20
Single Strike Energy,Uncommon,SWSH05: Battle Styles,Energy,N/A,0.19
Aurora Energy,Uncommon,SWSH01: Sword & Shield Base Set,Energy,N/A,0.19
Water Energy (#4),Common,HGSS Trainer Kit: Gyarados & Raichu,Energy,N/A,0.19
Water Energy,Common,Kalos Starter Set,Energy,N/A,0.19
Fire Energy (#11 Charizard Stamped),Common,Battle Academy,Energy,N/A,0.18
Dangerous Energy,Uncommon,XY - Ancient Origins,Energy,N/A,0.18
Lightning Energy (#8 Pikachu Stamped),Common,Battle Academy,Energy,N/A,0.18
Lightning Energy (#11 Pikachu Stamped),Common,Battle Academy,Energy,N/A,0.18
Fighting Energy (2007 Unnumbered D/P Style Non-Holo),Promo,League & Championship Cards,Energy,N/A,0.18
Grass Energy,Common,XY - Evolutions,Energy,N/A,0.17
Fairy Energy (#25),Common,XY Trainer Kit: Sylveon & Noivern,Energy,N/A,0.17
Fighting Energy (#10),Common,SM Trainer Kit: Lycanroc & Alolan Raichu,Energy,N/A,0.17
Fire Energy (2005 Unnumbered),Promo,League & Championship Cards,Energy,N/A,0.17
Fairy Energy (2013 Unnumbered),Common,Deck Exclusives,Energy,N/A,0.17
Water Energy,Common,DP Trainer Kit: Manaphy & Lucario,Energy,N/A,0.17
Fairy Energy (#2),Common,XY Trainer Kit: Sylveon & Noivern,Energy,N/A,0.16
Lightning Energy,Common,XY - Evolutions,Energy,N/A,0.16
Fairy Energy (#7),Common,XY Trainer Kit: Sylveon & Noivern,Energy,N/A,0.16
Fairy Energy (#5),Common,XY Trainer Kit: Sylveon & Noivern,Energy,N/A,0.16
Warp Energy,Uncommon,Shining Legends,Energy,N/A,0.16
Water Energy (2013 Unnumbered),Common,Deck Exclusives,Energy,N/A,0.16
Lightning Energy (#8),Common,SM Trainer Kit: Lycanroc & Alolan Raichu,Energy,N/A,0.15
Lightning Energy (#9),Common,SM Trainer Kit: Lycanroc & Alolan Raichu,Energy,N/A,0.15
Water Energy (19),Common,XY Trainer Kit: Pikachu Libre & Suicune,Energy,N/A,0.15
Fighting Energy (#8),Common,SM Trainer Kit: Lycanroc & Alolan Raichu,Energy,N/A,0.15
Fighting Energy (#5),Common,SM Trainer Kit: Lycanroc & Alolan Raichu,Energy,N/A,0.15
Psychic Energy (#27),Common,SM Trainer Kit: Lycanroc & Alolan Raichu,Energy,N/A,0.15
Water Energy (17),Common,XY Trainer Kit: Pikachu Libre & Suicune,Energy,N/A,0.15
Psychic Energy (#24),Common,SM Trainer Kit: Lycanroc & Alolan Raichu,Energy,N/A,0.15
Fire Energy (2011 Unnumbered),Promo,League & Championship Cards,Energy,N/A,0.15
Lightning Energy (8),Common,XY Trainer Kit: Pikachu Libre & Suicune,Energy,N/A,0.15
Water Energy (2),Common,XY Trainer Kit: Pikachu Libre & Suicune,Energy,N/A,0.15
Lightning Energy (29),Common,XY Trainer Kit: Pikachu Libre & Suicune,Energy,N/A,0.15
Lightning Energy (17),Common,XY Trainer Kit: Pikachu Libre & Suicune,Energy,N/A,0.15
Lightning Energy (#3),Common,SM Trainer Kit: Lycanroc & Alolan Raichu,Energy,N/A,0.15
Fighting Energy (#9),Common,SM Trainer Kit: Lycanroc & Alolan Raichu,Energy,N/A,0.15
Lightning Energy (6),Common,XY Trainer Kit: Pikachu Libre & Suicune,Energy,N/A,0.15
Lightning Energy (2007 Unnumbered D/P Style Non-Holo),Common,League & Championship Cards,Energy,N/A,0.15
Water Energy (8),Common,XY Trainer Kit: Pikachu Libre & Suicune,Energy,N/A,0.15
Lightning Energy (5),Common,XY Trainer Kit: Pikachu Libre & Suicune,Energy,N/A,0.15
Lightning Energy (3),Common,XY Trainer Kit: Pikachu Libre & Suicune,Energy,N/A,0.15
Water Energy (22),Common,XY Trainer Kit: Pikachu Libre & Suicune,Energy,N/A,0.15
Water Energy (9),Common,XY Trainer Kit: Pikachu Libre & Suicune,Energy,N/A,0.15
Fighting Energy (#7),Common,SM Trainer Kit: Lycanroc & Alolan Raichu,Energy,N/A,0.15
Fighting Energy (#2),Common,SM Trainer Kit: Lycanroc & Alolan Raichu,Energy,N/A,0.15
Fighting Energy (#6),Common,SM Trainer Kit: Lycanroc & Alolan Raichu,Energy,N/A,0.15
Fire Energy (#20 Charizard Stamped),Common,Battle Academy,Energy,N/A,0.15
Lightning Energy (#2),Common,SM Trainer Kit: Lycanroc & Alolan Raichu,Energy,N/A,0.15
Psychic Energy (#28),Common,SM Trainer Kit: Lycanroc & Alolan Raichu,Energy,N/A,0.15
Psychic Energy (#20),Common,SM Trainer Kit: Lycanroc & Alolan Raichu,Energy,N/A,0.15
Water Energy (1),Common,XY Trainer Kit: Pikachu Libre & Suicune,Energy,N/A,0.15
Fighting Energy (2011 Unnumbered),Promo,League & Championship Cards,Energy,N/A,0.15
Lightning Energy (#7),Common,SM Trainer Kit: Lycanroc & Alolan Raichu,Energy,N/A,0.15
Fighting Energy (#20),Common,SM Trainer Kit: Lycanroc & Alolan Raichu,Energy,N/A,0.15
Lightning Energy (#5),Common,SM Trainer Kit: Lycanroc & Alolan Raichu,Energy,N/A,0.15
Lightning Energy (#10),Common,SM Trainer Kit: Lycanroc & Alolan Raichu,Energy,N/A,0.15
Lightning Energy (#1),Common,SM Trainer Kit: Lycanroc & Alolan Raichu,Energy,N/A,0.15
Lightning Energy (10),Common,XY Trainer Kit: Pikachu Libre & Suicune,Energy,N/A,0.15
Water Energy (28),Common,XY Trainer Kit: Pikachu Libre & Suicune,Energy,N/A,0.15
Lightning Energy (2),Common,XY Trainer Kit: Pikachu Libre & Suicune,Energy,N/A,0.15
Water Energy (10),Common,XY Trainer Kit: Pikachu Libre & Suicune,Energy,N/A,0.15
Fighting Energy (#3),Common,SM Trainer Kit: Lycanroc & Alolan Raichu,Energy,N/A,0.15
Fighting Energy (#28),Common,SM Trainer Kit: Lycanroc & Alolan Raichu,Energy,N/A,0.15
Lightning Energy (18),Common,XY Trainer Kit: Pikachu Libre & Suicune,Energy,N/A,0.15
Fighting Energy (#17),Common,SM Trainer Kit: Lycanroc & Alolan Raichu,Energy,N/A,0.15
Lightning Energy (9),Common,XY Trainer Kit: Pikachu Libre & Suicune,Energy,N/A,0.15
Grass Energy (2006 Unnumbered),Common,League & Championship Cards,Energy,N/A,0.14
Lightning Energy (#22 Pikachu Stamped),Common,Battle Academy,Energy,N/A,0.14
Darkness Energy (#6),Common,BW Trainer Kit: Excadrill & Zoroark,Energy,N/A,0.14
Darkness Energy (#20),Common,BW Trainer Kit: Excadrill & Zoroark,Energy,N/A,0.14
Psychic Energy (Mewtwo Stamped),Common,Battle Academy,Energy,N/A,0.14
Darkness Energy (#10),Common,BW Trainer Kit: Excadrill & Zoroark,Energy,N/A,0.14
Fairy Energy (2017 Unnumbered),Common,SM Base Set,Energy,N/A,0.14
Darkness Energy (#9),Common,BW Trainer Kit: Excadrill & Zoroark,Energy,N/A,0.14
Darkness Energy (#22),Common,BW Trainer Kit: Excadrill & Zoroark,Energy,N/A,0.14
Fire Energy,Common,EX Trainer Kit 1: Latias & Latios,Energy,N/A,0.14
Darkness Energy (#8),Common,BW Trainer Kit: Excadrill & Zoroark,Energy,N/A,0.14
Fire Energy (#17 Charizard Stamped),Common,Battle Academy,Energy,N/A,0.14
Darkness Energy (2013 Unnumbered),Promo,Deck Exclusives,Energy,N/A,0.13
Fire Energy (#12 Charizard Stamped),Common,Battle Academy,Energy,N/A,0.13
Fire Energy (#5 Charizard Stamped),Common,Battle Academy,Energy,N/A,0.13
Fire Energy (#10 Charizard Stamped),Common,Battle Academy,Energy,N/A,0.13
Metal Energy (2017 Unnumbered),Common,SM Base Set,Energy,N/A,0.12
Fairy Energy (#12),Common,XY Trainer Kit: Sylveon & Noivern,Energy,N/A,0.12
Metal Energy (2013 Unnumbered),Promo,Deck Exclusives,Energy,N/A,0.12
Darkness Energy (#28),Common,BW Trainer Kit: Excadrill & Zoroark,Energy,N/A,0.12
Fire Energy (2013 Unnumbered),Common,Deck Exclusives,Energy,N/A,0.12
Darkness Energy (2019 Unnumbered),Common,SM - Team Up,Energy,N/A,0.11
Water Energy (2007 Unnumbered D/P Style Non-Holo),Promo,League & Championship Cards,Energy,N/A,0.11
Water Energy (2011),Common,League & Championship Cards,Energy,N/A,0.11
Fairy Energy (2019 Unnumbered),Common,SM - Team Up,Energy,N/A,0.11
Grass Energy (2011 Unnumbered),Common,League & Championship Cards,Energy,N/A,0.10
Darkness Energy (#3),Common,BW Trainer Kit: Excadrill & Zoroark,Energy,N/A,0.10
Fire Energy (#32 Charizard Stamped),Common,Battle Academy,Energy,N/A,0.10
Fire Energy (#3 Charizard Stamped),Common,Battle Academy,Energy,N/A,0.10
Fire Energy (#35 Charizard Stamped),Common,Battle Academy,Energy,N/A,0.10
Darkness Energy,Common,SWSH01: Sword & Shield Base Set,Energy,N/A,0.10
Fire Energy (#29 Charizard Stamped),Common,Battle Academy,Energy,N/A,0.10
Metal Energy,Common,SWSH01: Sword & Shield Base Set,Energy,N/A,0.10
Lightning Energy (#18 Pikachu Stamped),Common,Battle Academy,Energy,N/A,0.10
Fire Energy (#22 Charizard Stamped),Common,Battle Academy,Energy,N/A,0.10
Fire Energy (#38 Charizard Stamped),Common,Battle Academy,Energy,N/A,0.10
Fire Energy (#24 Charizard Stamped),Common,Battle Academy,Energy,N/A,0.10
Lightning Energy (#12 Pikachu Stamped),Common,Battle Academy,Energy,N/A,0.10
Lightning Energy (#27 Pikachu Stamped),Common,Battle Academy,Energy,N/A,0.10
Lightning Energy (#31 Pikachu Stamped),Common,Battle Academy,Energy,N/A,0.10
Grass Energy (2007 Unnumbered D/P Style Non-Holo),Common,League & Championship Cards,Energy,N/A,0.10
Grass Energy (2013 Unnumbered),Promo,Deck Exclusives,Energy,N/A,0.09
Lightning Energy (2019 Unnumbered),Common,SM - Team Up,Energy,N/A,0.09
Darkness Energy (2017 Unnumbered),Common,SM Base Set,Energy,N/A,0.09
Water Energy (2019 Unnumbered),Common,SM - Team Up,Energy,N/A,0.09
Lightning Energy (2013 Unnumbered),Common,Deck Exclusives,Energy,N/A,0.09
Fighting Energy (2019 Unnumbered),Common,SM - Team Up,Energy,N/A,0.09
Grass Energy (2017 Unnumbered),Common,SM Base Set,Energy,N/A,0.09
Darkness Energy (#28),Common,XY Trainer Kit: Sylveon & Noivern,Energy,N/A,0.09
Metal Energy (2019 Unnumbered),Common,SM - Team Up,Energy,N/A,0.09
Psychic Energy (#9),Common,XY Trainer Kit: Sylveon & Noivern,Energy,N/A,0.09
Fire Energy (#2 Charizard Stamped),Common,Battle Academy,Energy,N/A,0.09
Lightning Energy (#10 Pikachu Stamped),Common,Battle Academy,Energy,N/A,0.09
Fighting Energy,Common,EX Battle Stadium,Energy,N/A,0.09
Psychic Energy (2019 Unnumbered),Common,SM - Team Up,Energy,N/A,0.09
Water Energy (2017 Unnumbered),Common,SM Base Set,Energy,N/A,0.08
Fire Energy (2019 Unnumbered),Common,SM - Team Up,Energy,N/A,0.08
Fire Energy (#9 Charizard Stamped),Common,Battle Academy,Energy,N/A,0.08
Fighting Energy (2013 Unnumbered),Common,Deck Exclusives,Energy,N/A,0.08
Psychic Energy (2013 Unnumbered),Common,Deck Exclusives,Energy,N/A,0.08
Fire Energy (2017 Unnumbered),Common,SM Base Set,Energy,N/A,0.08
Grass Energy (2019 Unnumbered),Common,SM - Team Up,Energy,N/A,0.08
Fire Energy (#6 Charizard Stamped),Common,Battle Academy,Energy,N/A,0.08
Fire Energy (#8 Charizard Stamped),Common,Battle Academy,Energy,N/A,0.08
Psychic Energy (2017 Unnumbered),Common,SM Base Set,Energy,N/A,0.08
Psychic Energy,Common,SWSH01: Sword & Shield Base Set,Energy,N/A,0.07
Lightning Energy (2017 Unnumbered),Common,SM Base Set,Energy,N/A,0.07
Fire Energy,Common,SWSH01: Sword & Shield Base Set,Energy,N/A,0.07
Fighting Energy,Common,SWSH01: Sword & Shield Base Set,Energy,N/A,0.06
Lightning Energy,Common,SWSH01: Sword & Shield Base Set,Energy,N/A,0.06
Water Energy,Common,SWSH01: Sword & Shield Base Set,Energy,N/A,0.06
Grass Energy,Common,SWSH01: Sword & Shield Base Set,Energy,N/A,0.05
Fighting Energy (2017 Unnumbered),Common,SM Base Set,Energy,N/A,0.05
Water Energy (#7),Common,SM Trainer Kit: Alolan Sandslash & Alolan Ninetales,Energy,N/A,0.00
Metal Energy (#10),Common,SM Trainer Kit: Alolan Sandslash & Alolan Ninetales,Energy,N/A,0.00
Metal Energy (#28),Common,SM Trainer Kit: Alolan Sandslash & Alolan Ninetales,Energy,N/A,0.00
Fairy Energy (#7),Common,XY Trainer Kit: Bisharp & Wigglytuff,Energy,N/A,0.00
Lightning Energy (JP VS Set Unnumbered),Common,Miscellaneous Cards & Products,Energy,N/A,0.00
Fighting Energy (#20),Common,BW Trainer Kit: Excadrill & Zoroark,Energy,N/A,0.00
Metal Energy (#10),Common,XY Trainer Kit: Bisharp & Wigglytuff,Energy,N/A,0.00
Fairy Energy (#10),Common,XY Trainer Kit: Bisharp & Wigglytuff,Energy,N/A,0.00
Fairy Energy (#17),Common,XY Trainer Kit: Bisharp & Wigglytuff,Energy,N/A,0.00
Fairy Energy (#27),Common,XY Trainer Kit: Bisharp & Wigglytuff,Energy,N/A,0.00
Fighting Energy (#9),Common,BW Trainer Kit: Excadrill & Zoroark,Energy,N/A,0.00
Metal Energy (#20),Common,SM Trainer Kit: Alolan Sandslash & Alolan Ninetales,Energy,N/A,0.00
Metal Energy (#24),Common,SM Trainer Kit: Alolan Sandslash & Alolan Ninetales,Energy,N/A,0.00
Fairy Energy (#10),Common,SM Trainer Kit: Alolan Sandslash & Alolan Ninetales,Energy,N/A,0.00
Water Energy (JP VS Set Unnumbered),Common,Miscellaneous Cards & Products,Energy,N/A,0.00
Fighting Energy (2004-2005),Promo,Professor Program Promos,Energy,N/A,0.00
Fighting Energy (#10),Common,XY Trainer Kit: Latias & Latios,Energy,N/A,0.00
Psychic Energy (#29 - Latios),Common,XY Trainer Kit: Latias & Latios,Energy,N/A,0.00
Fighting Energy (2005 Unnumbered),Promo,League & Championship Cards,Energy,N/A,0.00
Metal Energy (#24),Common,XY Trainer Kit: Bisharp & Wigglytuff,Energy,N/A,0.00
Fairy Energy (#6),Common,XY Trainer Kit: Bisharp & Wigglytuff,Energy,N/A,0.00
Fairy Energy (#8),Common,XY Trainer Kit: Bisharp & Wigglytuff,Energy,N/A,0.00
Water Energy (#5),Common,SM Trainer Kit: Alolan Sandslash & Alolan Ninetales,Energy,N/A,0.00
Metal Energy (#8),Common,SM Trainer Kit: Alolan Sandslash & Alolan Ninetales,Energy,N/A,0.00
Grass Energy (#5),Common,SM Trainer Kit: Alolan Sandslash & Alolan Ninetales,Energy,N/A,0.00
Grass Energy (#7),Common,SM Trainer Kit: Alolan Sandslash & Alolan Ninetales,Energy,N/A,0.00
Lightning Energy (#43 Pikachu Stamped),Common,Battle Academy,Energy,N/A,0.00
Water Energy (#11),Common,HGSS Trainer Kit: Gyarados & Raichu,Energy,N/A,0.00
Water Energy (2010 Unnumbered HGSS Style Non-Holo),Common,League & Championship Cards,Energy,N/A,0.00
Psychic Energy (2005 Unnumbered),Common,League & Championship Cards,Energy,N/A,0.00
Metal Energy (2007 Unnumbered D/P Style Non-Holo),Common,League & Championship Cards,Energy,N/A,0.00
Psychic Energy (#28 - Latias),Common,XY Trainer Kit: Latias & Latios,Energy,N/A,0.00
Grass Energy (#2),Common,XY Trainer Kit: Latias & Latios,Energy,N/A,0.00
Grass Energy (2005 Unnumbered),Promo,League & Championship Cards,Energy,N/A,0.00
Metal Energy (Special) - 94/109,Rare,EX Battle Stadium,Energy,N/A,0.00
Psychic Energy (JP VS Set Unnumbered),Common,Miscellaneous Cards & Products,Energy,N/A,0.00
Metal Energy (#2),Common,XY Trainer Kit: Bisharp & Wigglytuff,Energy,N/A,0.00
Metal Energy (#3),Common,XY Trainer Kit: Bisharp & Wigglytuff,Energy,N/A,0.00
Metal Energy (#5),Common,XY Trainer Kit: Bisharp & Wigglytuff,Energy,N/A,0.00
Water Energy (#6),Common,SM Trainer Kit: Alolan Sandslash & Alolan Ninetales,Energy,N/A,0.00
